source_text	important_entities	informal_paraphrase	source_text_inform_score	informal_paraphrase_inform_score	informal_increase	is_manual_rewrite
Okay, can you confirm that you're happy for me to book 1 room at the Anaheim Desert Inn And Suites in Anaheim? You'll be checking in on March 11th and have the room for 3 days.	['Anaheim Desert Inn And Suites', ' March 11th', ' 3', ' Anaheim']	ok can you confirm that u are happy to book 1 room at the anaheim desert inn and suites? you'll be checking in on march 11 and have the room for 3 days.	0.0123138455674052	0.9342799186706544	0.9219660731032492	0
Which date are you checking out?	[]	when do u wanna check out?	0.0625608339905738	0.9852392673492432	0.9226784333586692	1
That sounds nice, I want to find games to go there while I'm there, preferably a soccer game. I need to go on the 13th of this month.	['soccer', ' 13th of this month']	that sounds nice, i want to find games to go there...preferably a soccer game! i need to go on the 13th of this month	0.0450683496892452	0.9681761264801024	0.9231077767908572	0
Would you like to watch the movie?	[]	wanna watch the movie?	0.0189070347696542	0.9423221349716188	0.9234151002019644	0
I would like to get a ride to 33 South Central Avenue. I would like a pool ride.	['33 South Central Avenue']	i wanna get a ride to 33 south central ave i want a pool ride.	0.0039002876728773	0.927960991859436	0.9240607041865588	0
I'm seeking a place to eat with California food in Oakland.	['California', 'Oakland']	i wanna find some california food in oakland.	0.0040259407833218	0.9281516671180724	0.9241257263347508	1
"Well, it works for me, can you make a reservation for 4 people at 1 o""clock in the afternoon?"	"['1 o""clock in the afternoon']"	well it works for me can u make a reservation for 4 people at 1pm in the afternoon?	0.0634061992168426	0.9881513118743896	0.924745112657547	0
Fine, you made the reservation.	[]	well u made the reservation.	0.0690209195017814	0.9938295483589172	0.9248086288571358	0
Thanks. I need to find a house to stay there for one person.	[]	thanks :-) I need a house to stay there for one person.	0.0051331245340406	0.930042564868927	0.9249094403348864	0
When do you plan to depart?	[]	when do u plan to leave?	0.0510124750435352	0.9762134552001952	0.92520098015666	0
No, that will be all. Thanks.	[]	no that will be all. thanks :-)	0.0050804559141397	0.9305062890052797	0.9254258330911398	0
Yes, they serve alcohol!	[]	yeah u may buy alco from them	0.0633256286382675	0.9888118505477904	0.925486221909523	1
Could you help me play songs by Konshens on the speaker in the bedroom please?	['Konshens']	plz play Konshens songs on the speaker in the bedroom	0.0189006179571151	0.944536566734314	0.9256359487771988	1
This is good. How much does it cost?	[]	well. and how much it it	0.00452760187909	0.9302857518196106	0.9257581499405204	1
Yes, I would like to visit the dentist	[]	yeah i wanna go to the dentist	0.0037188983988016	0.9295828938484192	0.9258639954496176	0
Sure, I am fine with that too	[]	yeah i am fine with that too.	0.049657680094242	0.9758334755897522	0.92617579549551	0
Thank you! Could you help to make a reservation for four for a one-way flight there?	[]	thanks for ya. can you make a reservation for 4 there for a one way flight?	0.0042070555500686	0.9305201172828674	0.9263130617327988	0
Okay, cool. I'd like to get a hotel there. I need two rooms at the Inn At The Market.	['Inn At The Market']	ok, cool i wanna get a hotel there. i need 2 rooms at the inn at the market	0.050839677453041	0.9772147536277772	0.926375076174736	0
Hi, could you help me search for a place to eat? Would prefer one which is economical priced and has live music.	[]	hi can u help me find a place to eat? i want one that is cheap and has live music.	0.0035202472936362	0.9302003383636476	0.9266800910700111	0
When do you want	[]	when would u like it to be?	0.0553781986236572	0.9822179675102234	0.9268397688865662	1
That sounds great, I'd like to make a reservation there. I'd like to get a room for two days.	['two']	that sounds great i wanna make a reservation there. i wanna get a room for 2 days.	0.0061023356392979	0.9336786866188048	0.927576350979507	0
"Please can you find a Compact rental car on March 4th so that I can pick it up at 4 o""clock in the evening."	"['March 4th', '4 o""clock in the evening']"	plz  find a car on March 4th at 4 pm	0.0037222621031105	0.9315338134765624	0.927811551373452	1
Yes at around 15:00 and it's until the 4th. I want it today please.	['15:00', ' the 4th', ' today']	yea at around 15:00 and it's till the 4th I want it today.	0.0577933639287948	0.9859323501586914	0.9281389862298964	0
Okay, what can you say about Red Joan?	['Red Joan']	hmmm, well, what about red joan??	0.065133512020111	0.9934210181236268	0.9282875061035156	1
I am craving something that sells Noodles and search for something economical, I am trying to save money.	['Noodles']	I'm looking for something that sells noodles and search for something cheap...I'm just trying to save money.	0.0047681033611297	0.9331905841827391	0.9284224808216096	0
Do you've any other events happening? I also heard that the event Yankees Vs Diamondbacks is also a good one.	['Yankees Vs Diamondbacks']	do u have any other things going on? I also heard that Yankees Vs Diamondbacks is a good one too.	0.0442152097821235	0.9729663133621216	0.928751103579998	0
Okay. I need to schedule something for one pm.	['one pm']	ok, okay... i need to schedule something for 1 pm.	0.0037696661893278	0.932621955871582	0.9288522896822542	0
Your tickets are booked and you will arrive at Sacramento Valley Station from Santa Fe Depot	['Santa Fe Depot', 'Sacramento Valley Station']	ur ticket are booked, u will come at sacramento from santa fe depot	0.061406172811985	0.9908854365348816	0.9294792637228966	1
Hey, I would like to search for an apartment with 2 bedrooms in Santa Rosa.	['Santa Rosa']	hey i wanna look for an apartment with 2 bedrooms in santa rosa	0.0090362215414643	0.9386674165725708	0.9296311950311064	0
Yes. It is.	[]	yeah thats it	0.0066236541606485	0.9363975524902344	0.9297738983295858	1
And which area do you prefer the apartment to be located at?	[]	and where do you want the apartment to be?	0.0051676570437848	0.9349976181983948	0.92982996115461	0
There is only one showing and it is at 4:30 pm in Century Napa Valley and XD Theater.	['4:30 pm', 'Century Napa Valley and XD Theater']	ooops.... ther is just one show. it is at 4:30 pm in century napa valley and xd theater	0.00637539755553	0.9370396733283995	0.9306642757728696	1
Great, thanks for the help. Good Bye.	[]	thanks for the help :) Good Bye :)	0.0042328196577727	0.9349548816680908	0.930722062010318	0
No. Will you find a movie around there?	[]	no, will u find a movie around there?	0.063208557665348	0.9946751594543456	0.9314666017889977	0
No. Will you find a movie around there?	[]	no, will u find a movie around there?	0.063208557665348	0.9946751594543456	0.9314666017889977	0
Thank you so much for your help. I wish to book a small rental car upto March 9th. I wish to need the car on 7th of this month.	['March 9th', ' 7th of this month']	thanks for your help:) i want to book a small rental car until march 9th 7th of this month i want the car.	0.0029045951087027	0.9343965649604796	0.931491969851777	0
Can you recommend anything else? A mystery would be good. I like the films of Orson Welles.	['mystery', ' Orson Welles']	can u tell me anything else? a mystery would be good I like Orson Welles movies.	0.0035245888866484	0.93543940782547	0.9319148189388216	0
You're going to a Thee Oh Sees concert at 7:30 pm.	['Thee Oh Sees concert', '7:30 pm']	ur gonna go to thee sh sees concert at 7:30 pm	0.0338950492441654	0.9658164978027344	0.931921448558569	1
When are you leaving and coming back?	[]	when u leave and come back?	0.060576032847166	0.9925221800804138	0.9319461472332478	0
There are 10 activities that match your preference. There is a Cubs Vs Brewers game in Wrigley Field	['Cubs Vs Brewers', ' Wrigley Field']	there are 10 things that u like. a cubs vs brewers game in wrigley field	0.0035278559662401	0.936073124408722	0.9325452684424818	0
I would like to leave on the 4th of March, and I'd like to travel to SF.	['SF', ' 4th of March']	i wanna leave on the 4th of march and i want to go to sf.	0.0316882506012916	0.9644514918327332	0.9327632412314416	0
Thanks so much! Could you get me a cab there?	[]	thanks so much! can u get me a cab there?	0.0214293897151947	0.9542702436447144	0.9328408539295197	0
There is the 92nd Street Y at the Performing Arts Venue that is suppose to be good.	['92nd Street Y']	there is the 92nd Street Y at the theatre thats supposed to be good.	0.0088230771943926	0.9417126774787904	0.9328896002843976	0
That's find, I prefer the quiet.	[]	thats what i like the quiet.	0.0512380190193653	0.9843724966049194	0.933134477585554	0
There are 6 events that matches your taste. The event is Diamondbacks Vs Brewers at Chase Field.	['Diamondbacks Vs Brewers', ' Chase Field']	there are 6 things that u like. Diamondbacks vs Brewers at Chase Field	0.0104069337248802	0.9435687065124512	0.933161772787571	0
That sounds neat. What other ones can you find?	[]	that sounds pretty cool. what other ones can u find?	0.009459369815886	0.9430184364318848	0.9335590666159987	0
I would like to watch a movie in 3d from the Drama movie genre that I like.	['Drama']	i wanna watch a movie in 3d from the drama movie genre.	0.0092841833829879	0.942935824394226	0.933651641011238	0
Please give me the contact.	[]	plz give me the way to contact	0.0034909106325358	0.9372225999832152	0.9337316893506796	1
I will be departing on 2nd of this month. Please look for flights from SF.I will be returning on the 9th	['2nd of this month', ' SF', ' the 9th']	I'm going out on 2nd of this month! Look for flights from SF...I'll be back on the 9th.	0.0500315241515636	0.9838167428970336	0.93378521874547	0
Yes. Perhaps later.	[]	yea, yeah. Maybe later!	0.0055871740914881	0.939423143863678	0.93383596977219	0
Please confirm, leaving from Toronto and going to Philadelphia on United Airlines next Tuesday and returning next Thursday. The onword flight departs at 5:35 PM and returns at 11:30 AM, seating in economy for 4 passengers.	['Toronto', 'Philadelphia', 'next Tuesday', 'next Thursday', '5:35 PM', '11:30 AM']	hey, confirm this - leave from Toronto and go to Philadelphia on United Airlines next Tuesday and gonna be back next Thursday. The onword flight departs at 5:35 PM and returns at 11:30 AM. and yeah u will be in economy, 4 people	0.0031756230164319	0.9370569586753844	0.9338813356589526	1
Do you have any alternatives? Would prefer one with one rooms please.	[]	do u have any other alternatives? if you want one with one room please.	0.0033514394890516	0.9372685551643372	0.9339171156752856	0
Thank you. Put that on my calendar please at 15:00 and title it house.	['house', ' 15:00']	thanks :) Thanks put it on my calendar at 15:00 and title it house.	0.0047967210412025	0.9388681054115297	0.934071384370327	0
Yes, that is correct. Also, are pets allowed and could you provide me with the property's phone number?	[]	yea thats right. And are pets allowed and can you give me the phone number?	0.0031224908307194	0.9373840093612672	0.9342615185305476	0
Thank you. Are there any 3d fantasy movies showing at the Roxie Theater in that area?	['fantasy', ' Roxie Theater']	thanks :) Thanks any 3d fantasy movies at the Roxie Theater in that area?	0.0041307066567242	0.9384080767631532	0.9342773701064288	0
Sure, who will you be sending it to? And how much will you send?	[]	sure who will u be sending it to? and how much will u send?	0.0612832270562648	0.9955800175666808	0.934296790510416	0
Of course! Will you be picking it up on March 13th and at what time? How long will you require the car?	['March 13th']	Of course, of course! will u be picking it up on march 13 and when? how long do you need the car?	0.0066070496104657	0.9410587549209596	0.9344517053104936	0
I have found 10 events that match your preference. Would you be interested in attending the Amber Run Brooklyn event in Warsaw?	['Amber Run Brooklyn', 'Warsaw']	i grabbed 10 events that seems ok for u. how about amber run brooklyn in warsaw?	0.0029672211967408	0.9375576972961426	0.9345904760994016	1
What name would you like?	[]	what name would u like?	0.0368693955242633	0.9716380834579468	0.9347686879336834	0
I would like to leave San Fran and be home next Friday.	['San Fran', ' next Friday']	i wanna leave san francisco and be home next friday.	0.00403304817155	0.9389247298240662	0.934891681652516	0
Yes, I want to buy tickets.	[]	yeah i want to buy tickets.	0.0060199000872671	0.941054105758667	0.9350342056713998	0
I need to go to Level Iii Restaurant and I'm fine with a shared ride.	['Level Iii Restaurant']	i wanna go to level iii restaurant and shared ride is ok for me.	0.0411049537360668	0.9761707186698914	0.9350657649338244	1
Please confirm: a table for 2 at the china village restaurant for 4:45 pm in albany on march 9th	['china village restaurant', 'albany', '4:45 pm', 'march 9th']	hey plz check this up - a table for 2 at china village for 4:45 pm in albany on march 9th	0.0072305109351873	0.9424148797988892	0.9351843688637018	1
Can you help me find movies in SF? I'd like to watch Hotel Mumbai and I'd like to watch it on the 1st.	['SF', ' the 1st', ' Hotel Mumbai']	can u help me find movies in sf? I wanna watch Hotel Mumbai and i want to watch it on the 1st	0.0540208369493484	0.9893695116043092	0.9353486746549606	0
Please can you book at 5 pm?	['5 pm']	can u book at 5 pm	0.0127230426296591	0.9482898712158204	0.9355668285861612	0
Yes, go on with the process	[]	yea, go on with it.	0.0104070771485567	0.9460291862487792	0.9356221091002226	0
This is okay for me. At what time the cab reaches here and what is its cost?	[]	This is ok for me! when the cab gets here and whats its cost?	0.0031392208766192	0.93877375125885	0.9356345303822308	0
Hi, I would like watch some Online Movie. Could you help me to find some movies?	[]	hi i want to watch some online movie. can u help me find some movies?	0.0122664840891957	0.9483564496040344	0.9360899655148388	0
No, that would be it. Thanks.	[]	no that would be it. thanks :-)	0.0069717038422822	0.943065345287323	0.9360936414450408	0
That's a good choice. Can you reserve it for me?	[]	That's a good one. can u reserve it for me?	0.0035860654897987	0.940025269985199	0.9364392044954002	0
Yes, would you like a Ophthalmologist, ENT Specialist or something else? Where will you want the doctor to be located?	[]	yea would you like an ophthalmologist, ENT specialist or something? where do you want the doctor to be?	0.0038623232394456	0.94032222032547	0.9364598970860244	0
When do you want to go to it?	[]	when do u wanna go to it?	0.0543161183595657	0.9908064007759094	0.9364902824163436	0
I need two tickets and the event is La Angels Vs Houston.	['La Angels Vs Houston']	i need 2 tickets and it's la angels vs houston	0.0287963077425956	0.9655682444572448	0.9367719367146492	0
Do you want to go see them?	[]	do u wanna go see them?	0.0568006634712219	0.993721604347229	0.9369209408760072	0
No problem. Please confirm the following for me: You are scheduling a visit to the Carlmont Heights Apartments on March 13th. Correct?	['Carlmont Heights Apartments', 'March 13th']	no any problems, bro. plz confirm this - u are making a the visit to Carlmont Heights Apartments on March 13th, right?	0.0027635057922452	0.9399235248565674	0.937160019064322	1
Yes, that's right. Do you have their number?	[]	yeah thats right. do u have their number?	0.0045441961847245	0.9419553875923156	0.9374111914075912	0
That is perfect. What is the cost?	[]	thats perfect. whats the cost?	0.0033558735158294	0.9409952759742736	0.9376394024584442	0
When do you want to leave and from where?	[]	when do u wanna leave and from where?	0.0538334883749485	0.991507649421692	0.9376741610467434	0
All right. What time would you like me to make the reservation for?	[]	All right, all right. what time would u want me to make the reservation for?	0.0048036896623671	0.9426525235176086	0.9378488338552416	0
Where do you want to go and when are you moving?	[]	where do u wanna go and when are you moving?	0.0541249327361583	0.9921013712882996	0.9379764385521412	0
Do you want to watch the movie?	[]	do u wanna watch the movie?	0.054913505911827	0.992916703224182	0.938003197312355	0
Search revealed 10 locations. Ace Hotel Seattle is a 1 star hotel.	['Ace Hotel Seattle']	look up 10 places Ace Hotel Seattle is a 1 star hotel!	0.0062473006546497	0.9442582726478576	0.938010971993208	0
I would like to watch it.	[]	i wanna watch it.	0.0048600621521472	0.9431719183921814	0.938311856240034	0
Sure, may I have their phone number and is the entrance free to this attraction?	[]	yea, can i have their phone number and is it free to this attraction?	0.0048143998719751	0.9442080855369568	0.9393936856649816	0
That sounds good. What times are the movie you found playing I'd like to see it in 3d on Friday next week at CineLux Almaden.	['Friday next week', 'CineLux Almaden']	sounds ok. when are the movies which u found? i wanna see it in 3d on Friday next week at CineLux Almaden.	0.0179951358586549	0.9577266573905944	0.9397315215319396	1
I would like to continue searching. Can you locate a comedy directed by Peter Farrelly?	['Peter Farrelly', ' comedy']	i want to keep looking. can u find a comedy by peter farrelly?	0.0032316779252141	0.9431436061859132	0.9399119282606988	0
Thanks! I also want to find an inexpensive restaurant with Latin American food there.	['Latin American']	thanks!......... I also want to find a cheap restaurant with some Latin American food there.	0.0482676848769187	0.9889217615127563	0.9406540766358376	0
Yes, there are currently 2 movies showing, Pet Sematary and Shazam! Would you like to see either of those?	['Pet Sematary', ' Shazam!']	yea there are 2 movies showing pet sematary and shazam! do you want to see either of those?	0.0498938225209713	0.9907147884368896	0.9408209659159184	0
Can you please confirm that you want to have the room at this hotel for 4 days, and that you will go there on March 1st?	['March 1st', ' 4']	u want to have the room at this hotel for 4 days and you will go there on march 1st.	0.0059823370538651	0.9468802213668824	0.9408978843130172	0
I wish to include it in my calendar.	[]	i wanna put it in my calendar.	0.0033291089348495	0.9443523287773132	0.9410232198424636	0
Where do you want to pick it up from and what is the duration of the rental	[]	where do u wanna pick it up and what is the rental duration?	0.0521049909293651	0.9931390881538392	0.941034097224474	0
it seems good to me, i am interested to some things to do, Could you find some events for me? I like sports or baseball events in Chicago.	['baseball', ' Chicago']	it sounds good to me, i like some things to do...can you find some for me? i like sports or baseball in chicago	0.0268257148563861	0.968286395072937	0.9414606802165508	0
Hello! I'd like to make a restaurant reservation. Can you help me?	[]	Hey, hey! i wanna make a reservation for a restaurant. can u help me?	0.0034488593228161	0.9453800916671752	0.9419312323443592	0
No. Thank you though.	[]	no, no. thanks though :)	0.0362197533249855	0.9787361025810242	0.9425163492560388	0
I would like to reserve this car. I want to pick up the car at 30th Street Station around 12:30 in the afternoon on March 4th.	['30th Street Station', '12:30 in the afternoon', 'March 4th']	i wanna have ride on this car, reserve it plz. lets make a pick up at 30th street station at smth like 12:30 in the afternoon on march 4th.	0.0030190728139132	0.9458557963371276	0.9428367235232143	1
That will work! That is all I need.	[]	That'll work! thats all i need.	0.0056357108987867	0.9484974145889282	0.9428617036901414	0
I can select this flight as it is the convenient one. Can you help me to purchase two tickets in that flight?	[]	i can pick this flight because it's the easiest one. can u help me buy 2 tickets in that flight?	0.0030418033711612	0.946000337600708	0.9429585342295468	0
Yup! The house location is in Philadelphia and you wish to book the house for 1 and your check in date will be on March 1st and check out date will be on March 6th. Is that right?	['Philadelphia', 'March 1st', 'March 6th']	yeah! The house is in Philadelphia. Do u need it for 1 and with check in date on March 1 and check out date  on March 6th?	0.0247098002582788	0.9677034616470336	0.9429936613887548	1
Would you help me find a bus?	[]	can you help me find a bus???	0.046807624399662	0.9902305006980896	0.9434228762984276	0
Can you find some other events on March 3rd? I want to find Rock events.	['March 3rd', 'Rock']	find me some other stuff to do on march 3? i wanna find rock events.	0.0063262055628001	0.949867308139801	0.9435411025770007	1
Hi there! Could you help me to find a concert on the 2nd of March which is held in New York?	['New York', '2nd of March']	hey! plz find me a concert in NY on the 2 of march	0.0427984334528446	0.9864866733551024	0.943688239902258	1
Alright, will you please confirm that you would like to book 1 economy ticket on the American Airlines flight from Phoenix to Los Angeles leaving March 3rd at 7:35 am and returning March 7th at 7:50 am?	['Phoenix', 'Los Angeles', 'March 3rd', 'March 7th', '7:35 am', '7:50 am']	cool, plz confirm that u would like to book 1 economy ticket on the American Airlines flight from Phoenix to Los Angeles. it starts on March 3rd at 7:35 am and will go back March 7th at 7:50 am. OK?	0.0034299085382372	0.9472696781158448	0.9438397695776076	1
Would you like to purchase tickets now?	[]	wanna buy tickets now?	0.0050150761380791	0.9494696259498596	0.9444545498117805	0
Sure, will you be departing on March 11th?	['March 11th']	sure will u be leaving on march 11?	0.0419787280261516	0.9865146279335022	0.9445358999073504	0
Where will you visit?	[]	where will u go?	0.0412675179541111	0.9859097003936768	0.9446421824395655	0
I am going to Chicago. There is 1 person and I would like the check out next Monday.	['Chicago', ' next Monday']	i'm going to chicago there is 1 person and i wanna check out next monday	0.0044574737548828	0.9491145014762878	0.944657027721405	0
Could you also look for a rental vehicle at that place? I'd like a large vehicle that I could pick up on 6:30 pm and use until March 8th.	['6:30 pm', ' March 8th']	can u also look for a rental car at that place? i'd like a big car that i could pick up on 6:30 pm and use till march 8th	0.0047714984975755	0.9494421482086182	0.9446706497110426	0
That sounds correct.	[]	that sounds right :)	0.0041568023152649	0.948840320110321	0.944683517795056	0
Which kind of car do you want for example Compact or Full-size or something else? Also where will you be collecting the car from?	[]	what kind of car do u want, like compact or full size or something? and where will you be collecting the car?	0.0399058572947979	0.984764039516449	0.9448581822216512	0
Ok, thanks for your help. That is all I need for now.	[]	ok thanks for your help! thats all i need for now.	0.0048807114362716	0.9508533477783204	0.9459726363420486	0
Your booking has been made and will arrive to you in approximately 14 minutes.	['14']	your booking has been made and it will come to you in like 14 min.	0.0044476641342043	0.9504725337028505	0.946024869568646	0
Yup, sounds good. Please can you schedule an appointment with him by Sunday this week at four in the evening.	['four in the evening', ' Sunday this week']	yep sounds good. u can schedule him by sunday at 4 in the evening.	0.0039663556963205	0.9499928951263428	0.9460265394300222	0
Thanks! When will I be free on the 10th of March?	['10th of March']	thanks!......... when will i be free on the 10th march?	0.0413370095193386	0.9873665571212769	0.9460295476019382	0
What event are you thinking about?	[]	what event do u tink about	0.0159693602472543	0.9623907804489136	0.9464214202016592	1
Oh, Dogman sounds wonderful.	['Dogman']	omg, dogman sounds great!	0.0113805569708347	0.9578728675842284	0.9464923106133938	0
what city are you traveling from	[]	where do u travel from? what city?	0.0378787629306316	0.9846899509429932	0.9468111880123616	1
Could you please find someone else in Santa Rosa?	['Santa Rosa']	well .... find me someone else, for example in santa rosa	0.0045201703906059	0.9514271020889282	0.9469069316983224	1
When did you want to leave and from where?	[]	when did u wanna leave and from where?	0.0433385521173477	0.9906038641929626	0.9472653120756148	0
Where would you like to eat?	[]	where would u want to eat?	0.0433695539832115	0.9908887147903442	0.9475191608071328	0
Sure, where do you intend to visit?	[]	yea, where do you want to go?	0.0045857243239879	0.9523034691810608	0.9477177448570728	0
Search turned up 1 song with your preferences. Do you like Raging by Kygo on the Cloud Nine album?	['Raging', 'Kygo', 'Cloud Nine']	1 song should be cool for u. like Raging by Kygo? it's on album cloud nine	0.0369463860988616	0.9850148558616638	0.948068469762802	1
Could you get me some songs? There are many good songs in the album Wonders. I like The Piano Guys 's songs and I especially like Classical songs.	['Wonders', ' The Piano Guys', ' Classical']	can you get me some songs?? there are a lot of good songs in Wonders. i like the piano guys songs and i especially like classic ones.	0.004614585544914	0.9530017375946044	0.9483871520496904	0
No, sir. Please look in Seattle, WA.	['Seattle, WA']	no, plz check in seattle, wa	0.0032852008007466	0.952174961566925	0.9488897607661784	1
You are very welcome. Goodbye.	[]	You are welcome, yea! Goodbye :)	0.0040760776028037	0.9533491730690002	0.9492730954661964	0
In what date do you want I book it?	[]	what date do u want to book it?	0.0426056757569313	0.9919798374176024	0.9493741616606712	0
Do you need any additional help?	[]	do u need any extra help?	0.0044413427822291	0.9539494514465332	0.949508108664304	0
I would like to find an apartment in Hayward with three bed rooms, can you help me to search one?	['Hayward']	i want to find an apartment in hayward with 3 bed rooms...can you help me search one?	0.0030848577152937	0.9526734352111816	0.949588577495888	0
I will need two tickets for sure. I am looking for something in LAX like Lights, I heard that is good.	['LAX', ' Lights']	i'll need 2 tickets for sure. I'm looking for something in LAX like Lights...I heard that is good.	0.0082166390493512	0.9578800797462464	0.9496634406968952	0
Thank you. What rating do they have?	[]	thanks :) Thanks what rating do they have.	0.0038729913067072	0.9537447094917296	0.9498717181850224	0
What sort of things do you like?	[]	what kind of things do u like?	0.0287588015198707	0.9789709448814392	0.9502121433615685	0
Great, thanks. Can you check when I'm free Thursday next week?	['Thursday next week']	thanks:) can you check when i'm free on friday next week?	0.0237957965582609	0.9743297696113586	0.9505339730530976	0
What will you need next?	[]	what do u need next?	0.0380592457950115	0.9887489080429076	0.9506896622478962	0
Please give confirmation details: Run I apologize on TV.	['I apologize']	hey plz confirm this -  play i apologize on TV	0.0234729293733835	0.9742959141731262	0.9508229847997428	1
Okay thanks. Is there anything else? How about on the 5th of March? I'd like 3 tickets.	['5th of March']	ok thanks... Is there anything else to it? How about on the 5th of march? i'd like 3 tickets	0.0101253502070903	0.9610394835472108	0.9509141333401204	0
Please confirm Love Like This playing on TV.	['Love Like This']	plz confirm to play love like this on tv	0.0236309394240379	0.9749096632003784	0.9512787237763404	1
Yes, please find me 2 round-trip tickets on a United Airlines flight returning on the 7th of this month.	['7th of this month']	yea find me 2 round trip tickets on a united airlines flight coming back on the 7th of this month.	0.0043410626240074	0.9557910561561584	0.951449993532151	0
King Street Station. Your ticket is booked!	['King Street Station']	King Street Station:) your ticket is booked!!!	0.0432465262711048	0.9948450326919556	0.9515985064208508	0
I would like to pick it up at one pm.	['one pm']	i wanna pick it up at 1 pm.	0.0056563722901046	0.9575210213661194	0.9518646490760148	0
Where would you be traveling from?	[]	where would u be going from?	0.0411729887127876	0.9930604696273804	0.9518874809145929	0
Your one way ticket has been booked. The destination of the flight will be Indira Gandhi International AIrport and the flight will be departing from LAX International Airport.	['Indira Gandhi International AIrport', 'LAX International Airport']	ur one way ticket is booked. u will go to Indira Gandhi AIrport rom LAX Airport.	0.0323828756809234	0.9844643473625184	0.9520814716815948	1
I feel like watching a movie. Can you find me any movies shown in Livermore at Vine Cinema?	['Livermore', ' Vine Cinema']	I feel like a movie. can u find any movies in livermore at vine cinema	0.0049952450208365	0.9571493268013	0.9521540817804636	0
Please confirm that you'd like to buy a Flexible ticket for 1 person that leaves on March 11th at 6:40 am, departing from Anaheim and arriving at Sacramento.	['Anaheim', 'Sacramento', 'March 11th', '6:40 am']	plz check - u need Flexible ticket for one, departures on March 11th at 6:40 am from Anaheim and arrival at Sacramento.	0.0103143192827701	0.9624757766723632	0.9521614573895932	1
Ok your tickets are confirmed. You will be leaving from Intercity Terminal.	['Intercity Terminal']	ok your tickets are confirmed you'll be leaving from intercity terminal!	0.0072745354846119	0.9595805406570436	0.9523060051724316	0
Thanks. Now I want to find a movie online.	[]	thanks:-) now i want to find a movie online.	0.0424042344093322	0.9948617815971376	0.9524575471878052	0
Unfortunately I could not book the tickets on that time, shall I book the tickets for the time 12:30 pm which costs $37?	['12:30 pm', '$37']	sorry dude, i cant book the tickets on that time, maybe 12:30 pm? it costs $37	0.0039072465151548	0.9566819071769714	0.9527746606618166	1
Okay. Can you help me help me in reserving three rooms at The Capsule Hotel for 10th of March.	['10th of March', ' The Capsule Hotel']	ok, okay... can you help me get 3 rooms at the capsule hotel for 10th of march?	0.0303944107145071	0.9834150671958924	0.9530206564813852	0
I'd like to stay at the Vibe Hotel North if they're available.	['Vibe Hotel North']	i wanna stay at the vibe hotel north if they have them.	0.0113745229318737	0.964422643184662	0.953048120252788	0
Where would you like to start looking?	[]	where would u want to start looking?	0.0394716709852218	0.9926002621650696	0.9531285911798476	0
Oh Red Joan is okay for me. Can you find me a restaurant there.	['Red Joan']	oh red joan is okay for me. can u find a restaurant there?	0.0093129780143499	0.963049590587616	0.953736612573266	1
Can you find me reggae songs by Alkaline? I like the album Alkaline Masterpiece.	['reggae', ' Alkaline', ' Alkaline Masterpiece']	can u find reggae songs by alkaline? i like alkaline masterpiece	0.0057723298668861	0.9596461057662964	0.9538737758994102	0
Would you like to listen to it now?	[]	do u wanna listen to it now?	0.0398296564817428	0.9937394857406616	0.9539098292589188	0
Do you need more help?	[]	do u need more help?	0.0093459552153944	0.9634183645248412	0.9540724093094468	0
Can you get their telephone number please?	[]	can u get their number please?	0.0056816809810698	0.9597671627998352	0.9540854818187654	0
That is great. I want to to at evening 4 on March 5th.	['March 5th', 'evening 4']	cool! i wanna have it in the evening 4 on March 5th.	0.0033764792606234	0.957706332206726	0.9543298529461026	1
What time do you want to go there?	[]	what time do u wanna go there?	0.037800021469593	0.9921632409095764	0.9543632194399834	0
Where do you want to travel to?	[]	where do u want to go?	0.0365086831152439	0.9909020066261292	0.9543933235108852	0
From where will you be taking the bus? Will you be leaving at March 3rd?	['March 3rd']	from where are you going to take the bus? will u be leaving march 3rd?	0.0359826534986496	0.9903765320777892	0.9543938785791396	0
Try again? Will you find Horror movies in Pleasant Hill at Century Downtown.	['Pleasant Hill', ' Century Downtown', ' Horror']	try again. will u find horror movies in Pleasant Hill at Century Downtown?	0.0232167597860097	0.9779475331306458	0.954730773344636	0
please confirm the following details: The flight is American Airlines from Seattle and the flight goes to Atlanta.The departure date is March 4th and return date is march 6th. The onward flight leaves at 9:45 pm and the return flight leaves at 9:35 pm, The seating class is Economy and number of passengers is 4.	['Seattle', 'Atlanta', 'March 4th', 'march 6th', '9:45 pm', '9:35 pm']	hey confirm this plz - u go with American Airlines from Seattle to Atlanta.The departure is March 4th and return is march 6th. the flight there departs at 9:45 pm and the comes back at 9:35 pm. u will have economy class there will be four pals with u	0.0034169445279985	0.9581584334373474	0.9547414889093488	1
How many seats and what type of ride do you need?	[]	how many seats and what kind of ride do u need?	0.0376595258712768	0.992510199546814	0.9548506736755372	0
What's your preferred type of ride? How many seats do you need?	[]	what kind of ride is your favorite? how many seats do u need?	0.0057220044545829	0.9606176614761353	0.9548956570215524	0
Which hotel would you like? When will you check in?	[]	what hotel would you like? when will u check in?	0.0069190799258649	0.961908519268036	0.954989439342171	0
